interview__key,r_invasive_spices__id,pest_severe,pest_rate,most_effective__1,most_effective__2,most_effective__3,most_effective__4,most_effective__5,most_effective__6,most_effective__7,most_effective__8,most_effective__9,most_effective__10,most_effective__11,most_effective__12,most_effective__13,most_effective__14,most_effective__15,most_effective__96,most_effective_oth,why_not_control__1,why_not_control__2,why_not_control__3,why_not_control__4,why_not_control__5,why_not_control__6,why_not_control__7,why_not_control__8,why_not_control__96,why_not_control_oth,who_control,days_control_pest,prp_problem__1,prp_problem__2,prp_problem__3,prp_problem__4,prp_problem__5,prp_problem__6,prp_problem__7,prp_problem__8,prp_problem__9,prp_problem__10,prp_problem__11,prp_problem__12,prp_problem__13,prp_problem__14,prp_problem__96,prp_problem_oth
"29-63-05-43","Others ➡️ Specify","Extremely infestation - overwhelming number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,0,0,1,0,0,0,2,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","Yes",,"No","No",,"No","No",
"69-97-70-98","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,0,1,0,0,0,0,0,0,0,"",,"Others, specify",,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",
"15-06-78-78","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","Yes","No","No","No","No","No",,"No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No","No","No","No","No",,"No","No",
"09-89-86-48","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"66-77-69-23","Fall army worm","Severe infestation - large number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No",
"66-77-69-23","Others ➡️ Specify","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,1,0,2,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No",
"34-54-53-25","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Others, specify","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",
"54-15-04-81","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,1,2,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No",,"No","No","Yes","No","No",
"54-15-04-81","Prosopis","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No",,"No","No","No","No","No","No","Yes","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","Yes","No",,"No","No","No","No","No","No","No",,"No","No",
"30-29-61-21","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No",,"No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Others, specify","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",
"32-65-13-57","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No",,,"No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Others, specify","Yes","No","No","No","No","No","No","No",,,"No","No","No","No","No",
"64-69-72-73","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Others, specify","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"25-20-08-58","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Others, specify","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",
"12-04-44-96","Fall army worm","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"12-04-44-96","Prosopis","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season",,"No","Yes","No","No","No","No",,"No","No","No","No","No","No","No",
"97-37-09-60","Pathenium","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No",,"No","No","No","No","No","Yes","No","No","No","No",,1,2,3,0,0,0,0,0,0,"",,"Every month of the cropping season","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"26-04-59-05","Prosopis","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No",
"98-27-33-85","Fall army worm","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"98-27-33-85","Prosopis","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season",,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No",
"65-84-88-76","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,2,1,0,0,0,0,0,0,0,"",,"Others, specify",,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",
"65-84-88-76","Others ➡️ Specify","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,2,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season",,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",
"88-58-36-62","Others ➡️ Specify","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",,1,0,2,0,0,0,0,0,0,"",,"Others, specify","Yes",,"No","No","No","No","No","No","No","No","No","No",,"No","No",
"68-07-50-59","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"Every month of the cropping season","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"68-07-50-59","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No",,"No","No","No","No","No","No","Yes","No","No","No",,1,0,0,0,0,0,0,2,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","Yes","No","No","No","No","No","No","No",,,"No","No","No","No","No",
"68-07-50-59","Prosopis","Not severe infestation - a small number of pests present","Low (&lt;25% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,1,0,0,0,0,0,0,2,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No",
"69-15-02-37","Others ➡️ Specify","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","Yes","No","No","No","No","No","No","No","No","No","No",,"No","No",
"02-78-83-36","Others ➡️ Specify","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Others, specify",,"No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"97-59-33-64","Fall army worm","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"97-59-33-64","Prosopis","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season","Yes",,"No","No",,"No","No","No","No","No","No","No","No","No","No",
"62-96-19-75","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,1,0,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"62-96-19-75","Pathenium","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","Yes","No","No","No","No","No","No","No",,"No","No","No",,0,0,0,0,0,0,1,0,2,"already practicing",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No",
"62-96-19-75","Prosopis","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Every month of the cropping season",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No",
"73-91-22-23","Others ➡️ Specify","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No",,0,0,0,0,0,0,1,0,0,"",,"Others, specify","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",
"20-05-42-35","Others ➡️ Specify","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No",,0,0,1,0,0,0,2,0,0,"",,"Others, specify","No","Yes","No","No","No","No","No","No","No","No","No","No",,"No","No",
"41-87-52-98","Prosopis","Not severe infestation - a small number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No",,2,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season",,"No",,"No","No","No","No","No","Yes","No","No","No","No","No","No",
"41-87-52-98","Others ➡️ Specify","Moderate infestation - moderate number of pests present","Average (25-50% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,2,1,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No","No","No",,"No","No","No","No","No","No",
"53-00-97-20","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No",,"No","No","No","No","No",,"No","No","No","No","No","No",
"53-00-97-20","Pathenium","Extremely infestation - overwhelming number of pests present","Very high (&gt;75% plants damaged)","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No",,1,2,0,0,0,0,0,0,0,"",,"Only few days at the beginning of cropping season (less than a month)","Yes","No","No","No","No","No",,"No","No","No","No","No","No","No","No",
"33-41-86-29","Fall army worm","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
"33-41-86-29","Prosopis","Extremely infestation - overwhelming number of pests present","High (50-75% plants damaged)","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"Every month of the cropping season","No","Yes","No","No",,"No","No",,"No","No","No","No","No","No","No",
"32-86-73-25","Fall army worm","Severe infestation - large number of pests present","High (50-75% plants damaged)","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,0,1,0,0,0,0,0,0,0,"",,"1-2 months (beginning and few times in the middle of cropping season)","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",
